post_id,post_date,post_time,day_of_week,post_type,content_length,hashtags_count,has_media,media_type,impressions,likes,comments,shares,engagement_rate,total_engagement,like_rate,comment_rate,share_rate,virality_score,post_hour,time_period,content_length_category,virality_label
146,2024-03-13,9:15,Wednesday,Carousel,481,5,Yes,Image,36196,1648,135,98,5.2,1881,4.55298928058349,0.3729693888827495,0.2707481489667366,6.111172505249199,9,Morning,Very Long,0
147,2024-04-09,14:45,Tuesday,Image,383,8,Yes,Image,25574,1175,91,159,5.57,1425,4.594510049268789,0.3558301399859231,0.621725189645734,7.1713458981778375,14,Afternoon,Long,1
148,2024-01-17,12:30,Wednesday,Video,404,5,Yes,Video,40480,1906,344,161,5.96,2411,4.708498023715415,0.849802371541502,0.3977272727272727,7.601284584980237,12,Afternoon,Long,1
149,2024-01-08,16:00,Monday,Video,261,0,Yes,Video,5378,152,28,12,3.57,192,2.8263294905169207,0.5206396429899591,0.2231312755671253,4.537002603198214,16,Afternoon,Medium,0
150,2024-02-23,9:15,Friday,Image,263,7,Yes,Image,49373,1983,300,182,4.99,2465,4.016365219857007,0.6076195491462946,0.3686225264820854,6.337471897595852,9,Morning,Medium,0
151,2024-04-27,9:45,Saturday,Carousel,369,5,Yes,Image,46862,2221,315,312,6.08,2848,4.739447740173275,0.6721864197003968,0.6657846442746789,8.081174512398105,9,Morning,Long,1
152,2024-02-22,9:45,Thursday,Image,227,5,Yes,Image,30840,1156,92,50,4.21,1298,3.748378728923476,0.298313878080415,0.1621271076523995,4.831387808041505,9,Morning,Short,0
153,2024-03-18,18:15,Monday,Image,347,1,Yes,Image,37660,1042,84,40,3.1,1166,2.7668613913967075,0.2230483271375464,0.1062134891131173,3.5315985130111525,18,Evening,Long,0
154,2024-01-03,12:00,Wednesday,Text,251,3,No,No Media,49739,1642,198,99,3.9,1939,3.301232433301836,0.3980779669876756,0.1990389834938378,4.6945053177587,12,Afternoon,Medium,0
155,2024-03-27,17:45,Wednesday,Video,137,5,Yes,Video,20312,541,57,26,3.07,624,2.663450177235132,0.2806222922410398,0.12800315084679,3.608704214257582,17,Evening,Short,0
156,2024-03-14,9:00,Thursday,Image,174,10,Yes,Image,19653,950,113,85,5.84,1148,4.833867602910497,0.5749758306619854,0.4325039434183076,7.28133109448939,9,Morning,Short,1
157,2024-01-27,20:45,Saturday,Carousel,201,3,Yes,Image,13790,532,79,20,4.58,631,3.857868020304569,0.5728788977519942,0.145032632342277,5.4387237128353885,20,Evening,Short,0
158,2024-03-24,10:15,Sunday,Carousel,462,0,Yes,Image,27346,911,85,55,3.84,1051,3.331383017625978,0.3108315658597235,0.2011263073209976,4.556425071308419,10,Morning,Very Long,0
159,2024-01-03,19:00,Wednesday,Image,336,0,Yes,Image,6932,336,54,40,6.2,430,4.847085978072706,0.7789959607616849,0.5770340450086555,8.136180034622043,19,Evening,Long,1
160,2024-03-06,11:30,Wednesday,Text,456,5,No,No Media,33568,807,119,49,2.9,975,2.404075309818875,0.3545042897998093,0.1459723546234509,3.5510009532888462,11,Morning,Very Long,0
161,2024-03-12,20:15,Tuesday,Video,235,5,Yes,Video,9076,290,44,18,3.88,352,3.1952401939180253,0.4847950639048038,0.1983252534156016,4.759806081974438,20,Evening,Medium,0
162,2024-04-13,20:45,Saturday,Text,424,5,No,No Media,44620,899,113,132,2.56,1144,2.0147915732855224,0.2532496638278799,0.2958314657104437,3.408785298072613,20,Evening,Long,0
163,2024-02-13,12:30,Tuesday,Image,281,8,Yes,Image,17938,817,152,51,5.69,1020,4.554576875905898,0.8473631397034229,0.2843126324004906,7.102241052514216,12,Afternoon,Medium,1
164,2024-02-27,15:00,Tuesday,Text,249,0,No,No Media,45531,1502,204,208,4.2,1914,3.2988513320594754,0.4480463859787837,0.4568316092332696,5.565438931716852,15,Afternoon,Medium,0
165,2024-01-13,12:15,Saturday,Text,489,6,No,No Media,47360,2291,230,101,5.54,2622,4.83741554054054,0.4856418918918919,0.2132601351351351,6.44847972972973,12,Afternoon,Very Long,0
166,2024-01-18,18:15,Thursday,Text,166,0,No,No Media,26534,898,168,115,4.45,1181,3.3843370769578653,0.6331499208562599,0.4334061958242254,5.9508555061430615,18,Evening,Short,0
167,2024-04-22,16:30,Monday,Video,280,7,Yes,Video,8347,387,54,29,5.63,470,4.636396310051516,0.6469390200071882,0.3474302144483048,6.972564993410807,16,Afternoon,Medium,1
168,2024-03-28,19:45,Thursday,Image,163,0,Yes,Image,5110,211,34,14,5.07,259,4.129158512720156,0.6653620352250489,0.273972602739726,6.281800391389432,19,Evening,Short,0
169,2024-01-31,13:45,Wednesday,Video,467,2,Yes,Video,39796,1446,204,135,4.49,1785,3.6335310081415217,0.5126143330988039,0.3392300733742084,5.676449894461754,13,Afternoon,Very Long,0
170,2024-03-02,9:00,Saturday,Text,283,6,No,No Media,17670,664,111,64,4.75,839,3.757781550650821,0.6281833616298811,0.3621958121109225,6.100735710243351,9,Morning,Medium,0
171,2024-02-12,20:30,Monday,Video,122,5,Yes,Video,42260,1158,191,147,3.54,1496,2.7401798390913394,0.4519640321817321,0.3478466635115949,4.687647893989588,20,Evening,Short,0
172,2024-04-16,16:15,Tuesday,Video,400,5,Yes,Video,47888,1210,211,130,3.24,1551,2.526729034413632,0.4406114266622118,0.271466755763448,4.2223521550284,16,Afternoon,Long,0
173,2024-02-08,10:15,Thursday,Image,223,3,Yes,Image,5726,239,28,11,4.86,278,4.173943415997206,0.4889975550122249,0.1921061823262312,5.728257073000349,10,Morning,Short,0
174,2024-02-18,11:30,Sunday,Image,137,9,Yes,Image,27183,687,123,55,3.18,865,2.52731486590884,0.4524886877828055,0.2023323400654821,4.0392892616708975,11,Morning,Short,0
175,2024-03-03,17:15,Sunday,Video,392,1,Yes,Video,40326,888,97,111,2.72,1096,2.202053265883053,0.2405396022417299,0.2752566582353816,3.508902445072658,17,Evening,Long,0
176,2024-01-22,14:30,Monday,Video,250,2,Yes,Video,4961,244,13,15,5.48,272,4.918363233219109,0.2620439427534771,0.3023583954847813,6.349526305180407,14,Afternoon,Medium,0
177,2024-02-21,13:45,Wednesday,Carousel,340,4,Yes,Image,15068,624,34,87,4.94,745,4.141226440138041,0.2256437483408548,0.5773825325192461,6.324661534377489,13,Afternoon,Long,0
178,2024-03-19,17:30,Tuesday,Carousel,439,3,Yes,Image,22343,636,114,34,3.51,784,2.8465291142639755,0.5102269167076937,0.1521729400707156,4.32350176789151,17,Evening,Very Long,0
179,2024-02-17,19:15,Saturday,Carousel,450,1,Yes,Image,35612,1360,248,151,4.94,1759,3.81893743681905,0.6963944737728855,0.4240143771762327,6.483769515893519,19,Evening,Very Long,0
180,2024-02-07,16:15,Wednesday,Carousel,191,1,Yes,Image,16326,759,97,113,5.94,969,4.649026093348034,0.5941443096900649,0.6921474947935807,7.913757197108906,16,Afternoon,Short,1
181,2024-03-08,17:15,Friday,Carousel,143,5,Yes,Image,10230,414,21,15,4.4,450,4.0469208211143695,0.2052785923753665,0.1466275659824047,4.897360703812317,17,Evening,Short,0
182,2024-04-27,11:15,Saturday,Carousel,308,9,Yes,Image,11845,357,30,16,3.4,403,3.013929928239764,0.2532714225411566,0.1350780920219502,3.925707049387928,11,Morning,Medium,0
183,2024-01-27,10:15,Saturday,Video,430,4,Yes,Video,30268,741,56,31,2.74,828,2.4481300383243028,0.185013876040703,0.1024183956653891,3.1254129774018766,10,Morning,Very Long,0
184,2024-02-21,16:15,Wednesday,Carousel,440,2,Yes,Image,35821,1163,191,41,3.89,1395,3.2466988637949807,0.5332067781468971,0.1144579994975014,4.656486418581279,16,Afternoon,Very Long,0
185,2024-03-24,8:00,Sunday,Carousel,220,7,Yes,Image,22790,1094,203,46,5.89,1343,4.800351031154015,0.8907415533128565,0.2018429135585783,7.187362878455462,8,Morning,Short,1
186,2024-01-23,8:45,Tuesday,Image,253,5,Yes,Image,40201,1769,353,67,5.45,2189,4.400388050048506,0.8780876097609512,0.1666625208328151,6.656550832068854,8,Morning,Medium,1
187,2024-03-27,19:45,Wednesday,Carousel,441,3,Yes,Image,21280,544,47,27,2.9,618,2.556390977443609,0.2208646616541353,0.1268796992481203,3.378759398496241,19,Evening,Very Long,0
188,2024-03-01,15:30,Friday,Text,257,10,No,No Media,5395,187,20,15,4.11,222,3.4661723818350323,0.3707136237256719,0.2780352177942539,5.041705282669138,15,Afternoon,Medium,0
189,2024-01-30,14:30,Tuesday,Video,179,10,Yes,Video,34940,1328,246,198,5.07,1772,3.800801373783629,0.7040641099026903,0.5666857469948483,6.908986834573555,14,Afternoon,Short,1
190,2024-02-20,14:30,Tuesday,Image,452,3,Yes,Image,43717,2049,381,118,5.83,2548,4.68696388132763,0.8715145138046985,0.2699178809158908,7.239746551684699,14,Afternoon,Very Long,1
191,2024-03-16,13:30,Saturday,Video,189,0,Yes,Video,35708,1267,205,109,4.43,1581,3.5482244875098017,0.5741010417833539,0.3052537246555394,5.612187745043127,13,Afternoon,Short,0
192,2024-02-27,16:30,Tuesday,Text,437,10,No,No Media,3805,187,33,18,6.25,238,4.914586070959264,0.8672798948751642,0.4730617608409986,8.068331143232589,16,Afternoon,Very Long,1
193,2024-03-20,11:30,Wednesday,Carousel,287,8,Yes,Image,4860,123,9,17,3.07,149,2.5308641975308643,0.1851851851851852,0.3497942386831276,3.950617283950617,11,Morning,Medium,0
194,2024-04-10,17:30,Wednesday,Image,272,6,Yes,Image,8734,407,37,39,5.53,483,4.659949622166247,0.4236317838332951,0.4465307991756354,6.846805587359743,17,Evening,Medium,1
195,2024-02-21,8:30,Wednesday,Carousel,379,6,Yes,Image,25834,1215,129,169,5.86,1513,4.703104436014555,0.4993419524657428,0.6541766664086088,7.664318340171866,8,Morning,Long,1
196,2024-03-12,8:30,Tuesday,Video,485,0,Yes,Video,27222,897,176,90,4.27,1163,3.29512893982808,0.6465358900888987,0.3306149437954596,5.580045551392256,8,Morning,Very Long,0
197,2024-04-16,15:00,Tuesday,Text,179,3,No,No Media,21950,834,141,49,4.67,1024,3.799544419134397,0.642369020501139,0.2232346241457859,5.753986332574032,15,Afternoon,Short,0
198,2024-03-06,18:15,Wednesday,Video,310,3,Yes,Video,11442,542,88,18,5.66,648,4.736934102429645,0.7690963118335955,0.1573151546932354,6.747072190176542,18,Evening,Medium,1
199,2024-01-02,16:45,Tuesday,Video,478,10,Yes,Video,27577,1000,168,137,4.73,1305,3.62621024767016,0.6092033216085869,0.4967908039308119,6.3349893026797695,16,Afternoon,Very Long,0
200,2024-03-06,19:45,Wednesday,Text,406,2,No,No Media,22612,909,150,66,4.98,1125,4.019989386166637,0.6633645851760127,0.2918804174774456,6.222359808951,19,Evening,Long,0
201,2024-01-15,8:45,Monday,Image,381,1,Yes,Image,33942,1513,270,80,5.49,1863,4.457604148252902,0.7954746331978081,0.2356961876141653,6.755641977491014,8,Morning,Long,1
202,2024-03-09,13:00,Saturday,Carousel,388,10,Yes,Image,36714,1251,91,114,3.97,1456,3.4074195129923197,0.2478618510649888,0.3105082529825134,4.834667974069838,13,Afternoon,Long,0
203,2024-03-07,19:15,Thursday,Image,457,2,Yes,Image,38488,1085,166,112,3.54,1363,2.819060486385367,0.4313032633548119,0.2909997921430056,4.554666389524008,19,Evening,Very Long,0
204,2024-01-24,8:30,Wednesday,Image,421,8,Yes,Image,7285,295,37,14,4.75,346,4.049416609471517,0.5078929306794784,0.1921757035003431,5.641729581331504,8,Morning,Long,0
205,2024-03-28,12:30,Thursday,Carousel,308,9,Yes,Image,22774,854,126,28,4.43,1008,3.749890225695969,0.5532624923157987,0.1229472205146219,5.225256871871433,12,Afternoon,Medium,0
206,2024-04-24,11:30,Wednesday,Image,236,2,Yes,Image,36340,829,153,38,2.81,1020,2.2812328013208587,0.4210236653824986,0.1045679691799669,3.4369840396257567,11,Morning,Medium,0
207,2024-04-04,20:15,Thursday,Image,158,8,Yes,Image,15603,570,108,81,4.86,759,3.653143626225726,0.6921745818111902,0.5191309363583926,6.594885598923284,20,Evening,Short,0
208,2024-03-08,9:00,Friday,Video,156,10,Yes,Video,23925,611,55,82,3.13,748,2.5538140020898643,0.2298850574712643,0.3427377220480668,4.041797283176594,9,Morning,Short,0
209,2024-04-18,17:30,Thursday,Image,339,6,Yes,Image,17357,403,32,45,2.77,480,2.3218298092988423,0.1843636573140519,0.2592613930978856,3.4683413032206025,17,Evening,Long,0
210,2024-02-08,15:15,Thursday,Text,167,0,No,No Media,11398,321,52,42,3.64,415,2.8162835585190384,0.4562203895420249,0.3684856992454816,4.834181435339533,15,Afternoon,Short,0
211,2024-01-24,20:30,Wednesday,Carousel,182,9,Yes,Image,18216,793,127,99,5.59,1019,4.353315766359245,0.6971892841458059,0.5434782608695652,7.378129117259552,20,Evening,Short,1
212,2024-01-05,9:00,Friday,Text,161,8,No,No Media,43861,1221,87,88,3.18,1396,2.7837942591368185,0.1983538907001664,0.2006338204783292,3.782403501972139,9,Morning,Short,0
213,2024-04-14,17:45,Sunday,Image,483,10,Yes,Image,23919,1080,161,161,5.86,1402,4.515238931393453,0.6731050629206907,0.6731050629206907,7.880764245996906,17,Evening,Very Long,1
214,2024-01-16,9:45,Tuesday,Text,225,4,No,No Media,36298,1481,88,106,4.61,1675,4.080114606865392,0.2424375998677613,0.2920271089316216,5.441071133395779,9,Morning,Short,0
215,2024-02-23,19:45,Friday,Image,374,8,Yes,Image,12106,397,21,26,3.67,444,3.2793656038328103,0.1734677019659673,0.214769535767388,4.270609615066909,19,Evening,Long,0
216,2024-03-17,8:15,Sunday,Video,438,7,Yes,Video,33368,1581,102,56,5.21,1739,4.738072404699113,0.3056820906257492,0.1678254615200192,5.852912970510669,8,Morning,Very Long,0
217,2024-01-14,10:45,Sunday,Carousel,481,2,Yes,Image,33809,806,106,52,2.85,964,2.3839805968824868,0.3135259842053891,0.1538051997988701,3.472448164689875,10,Morning,Very Long,0
218,2024-02-16,20:00,Friday,Carousel,144,0,Yes,Image,23235,733,116,83,4.01,932,3.154723477512374,0.4992468259091888,0.3572197116419195,5.224876264256509,20,Evening,Short,0
219,2024-02-19,17:30,Monday,Carousel,325,10,Yes,Image,34238,1231,156,95,4.33,1482,3.5954202932414274,0.4556340907763304,0.2774694783573806,5.33909690986623,17,Evening,Medium,0
220,2024-01-28,16:45,Sunday,Image,405,6,Yes,Image,21554,1031,193,105,6.17,1329,4.783334879836689,0.8954254430732115,0.4871485571123689,8.03563143732022,16,Afternoon,Long,1
221,2024-01-15,8:15,Monday,Carousel,448,5,Yes,Image,16778,479,29,44,3.29,552,2.8549290737871025,0.1728453927762546,0.2622481821432829,3.98736440576946,8,Morning,Very Long,0
222,2024-04-08,16:15,Monday,Text,343,10,No,No Media,24430,828,158,83,4.38,1069,3.3892754809660253,0.6467458043389276,0.3397462136717151,5.7020057306590255,16,Afternoon,Long,0
223,2024-03-08,10:30,Friday,Carousel,466,8,Yes,Image,3277,108,8,3,3.63,119,3.295697284101312,0.2441257247482453,0.091547146780592,4.058590173939579,10,Morning,Very Long,0
224,2024-02-12,17:45,Monday,Text,139,6,No,No Media,44196,1010,174,90,2.88,1274,2.2852746854918995,0.3937007874015747,0.2036383383111593,3.683591275228528,17,Evening,Short,0
225,2024-01-19,15:30,Friday,Text,208,5,No,No Media,24694,964,160,82,4.88,1206,3.903782295294404,0.6479306714181583,0.3320644691018061,6.195837045436138,15,Afternoon,Short,0
226,2024-03-04,13:15,Monday,Text,499,4,No,No Media,31883,1068,86,65,3.82,1219,3.34974751434934,0.2697362230655835,0.2038704011542201,4.500831163943167,13,Afternoon,Very Long,0
227,2024-02-27,14:45,Tuesday,Text,285,5,No,No Media,25204,726,70,35,3.3,831,2.8804951594984924,0.2777336930645929,0.1388668465322964,3.852563085224568,14,Afternoon,Medium,0
228,2024-01-04,15:45,Thursday,Image,322,0,Yes,Image,5827,228,21,15,4.53,264,3.912819632744122,0.3603912819632744,0.2574223442594817,5.405869229449116,15,Afternoon,Medium,0
229,2024-03-16,10:00,Saturday,Image,377,3,Yes,Image,32370,1444,107,140,5.22,1691,4.460920605498918,0.3305529811553908,0.4324992276799506,6.419524250849553,10,Morning,Long,0
230,2024-03-18,12:45,Monday,Video,207,10,Yes,Video,38790,1505,236,60,4.64,1801,3.8798659448311423,0.6084042278937871,0.1546790409899458,5.560711523588554,12,Afternoon,Short,0
231,2024-04-22,11:15,Monday,Text,348,0,No,No Media,16586,363,55,50,2.82,468,2.1885927890992405,0.3316049680453394,0.3014590618593994,3.7561799107681177,11,Morning,Long,0
232,2024-02-29,8:45,Thursday,Image,286,2,Yes,Image,13593,662,103,83,6.24,848,4.870153755609505,0.7577429559332008,0.6106084013830648,8.2174648716251,8,Morning,Medium,1
233,2024-03-29,14:45,Friday,Carousel,408,0,Yes,Image,33452,1624,254,209,6.24,2087,4.854717206743992,0.7592969030252302,0.6247757981585556,8.247638407270118,14,Afternoon,Long,1
234,2024-02-13,12:15,Tuesday,Image,495,7,Yes,Image,34617,1451,242,206,5.49,1899,4.191582170609816,0.6990784874483635,0.5950833405552186,7.374989167172198,12,Afternoon,Very Long,1
235,2024-02-25,8:30,Sunday,Image,494,10,Yes,Image,10052,389,77,43,5.06,509,3.869876641464385,0.766016713091922,0.427775567051333,6.685236768802229,8,Morning,Very Long,1
236,2024-03-25,8:15,Monday,Video,221,9,Yes,Video,3377,117,17,5,4.12,139,3.464613562333432,0.5034053893988748,0.1480604086467278,4.915605567071365,8,Morning,Short,0
237,2024-04-06,9:45,Saturday,Image,276,9,Yes,Image,28190,807,70,93,3.44,970,2.862717275629656,0.2483150053210358,0.3299042213550904,4.349059950336999,9,Morning,Medium,0
238,2024-04-24,14:30,Wednesday,Image,386,0,Yes,Image,36794,1184,231,162,4.29,1577,3.217915964559439,0.6278197532206338,0.4402891775833016,5.794423003750612,14,Afternoon,Long,0
239,2024-04-11,18:00,Thursday,Carousel,425,7,Yes,Image,15614,487,47,30,3.61,564,3.118995773024209,0.3010119123863199,0.1921352632253106,4.297425387472781,18,Evening,Very Long,0
240,2024-02-12,13:15,Monday,Image,463,10,Yes,Image,42099,1940,358,267,6.09,2565,4.608185467588304,0.8503764935034087,0.6342193401268439,8.211596474975652,13,Afternoon,Very Long,1
241,2024-01-06,16:00,Saturday,Video,213,0,Yes,Video,38137,1869,257,246,6.22,2372,4.900752550017043,0.6738862521960302,0.645042871751842,8.18365366966463,16,Afternoon,Short,1
242,2024-01-31,13:15,Wednesday,Carousel,336,6,Yes,Image,9945,413,42,23,4.81,478,4.152840623428858,0.4223227752639517,0.2312719959778783,5.691302161890397,13,Afternoon,Long,0
243,2024-03-06,15:30,Wednesday,Image,232,5,Yes,Image,10050,487,95,66,6.45,648,4.845771144278607,0.945273631840796,0.6567164179104478,8.706467661691542,15,Afternoon,Short,1
244,2024-02-10,20:30,Saturday,Carousel,138,6,Yes,Image,17729,779,141,38,5.4,958,4.393930847763551,0.795307123921259,0.2143380901348073,6.627559366010491,20,Evening,Short,0
245,2024-04-28,15:00,Sunday,Text,351,9,No,No Media,27570,1020,67,55,4.14,1142,3.6996735582154514,0.2430177729416031,0.1994922016684802,4.784185709104099,15,Afternoon,Long,0
246,2024-01-11,19:45,Thursday,Text,232,3,No,No Media,26925,938,89,126,4.28,1153,3.483751160631384,0.330547818012999,0.467966573816156,5.548746518105849,19,Evening,Short,0
247,2024-03-21,10:30,Thursday,Carousel,336,3,Yes,Image,21365,931,134,77,5.35,1142,4.357594196115142,0.6271940088930494,0.3604025274982448,6.693189796395975,10,Morning,Long,1
248,2024-01-02,17:00,Tuesday,Image,160,3,Yes,Image,3228,118,16,11,4.49,145,3.6555142503097895,0.4956629491945477,0.3407682775712515,5.669144981412639,17,Evening,Short,0
249,2024-01-27,8:30,Saturday,Video,244,3,Yes,Video,22600,837,142,65,4.62,1044,3.703539823008849,0.6283185840707964,0.2876106194690265,5.823008849557522,8,Morning,Medium,0
250,2024-01-02,12:15,Tuesday,Text,368,2,No,No Media,9167,250,42,31,3.52,323,2.7271735573251883,0.4581651576306316,0.3381695211083233,4.658012435911421,12,Afternoon,Long,0
251,2024-03-15,18:45,Friday,Carousel,287,3,Yes,Image,9092,354,59,44,5.03,457,3.893532776066872,0.6489221293444787,0.4839419269687638,6.643202815662121,18,Evening,Medium,0
252,2024-04-09,10:45,Tuesday,Image,255,4,Yes,Image,43248,1772,273,196,5.18,2241,4.097299297077321,0.631243063263041,0.4532001479837217,6.719385867554569,10,Morning,Medium,1
253,2024-02-01,12:15,Thursday,Text,492,6,No,No Media,42399,1257,99,70,3.36,1426,2.964692563503856,0.2334960730205901,0.1650982334489021,3.926979409891743,12,Afternoon,Very Long,0
254,2024-02-09,17:00,Friday,Video,332,10,Yes,Video,46461,1974,385,289,5.7,2648,4.248724736876089,0.828651987688599,0.6220270764727406,7.772109941671509,17,Evening,Long,1
255,2024-01-28,18:30,Sunday,Text,363,4,No,No Media,49245,2179,355,112,5.37,2646,4.424814702000203,0.7208853690730023,0.2274342572850035,6.548888212001218,18,Evening,Long,0
256,2024-02-21,16:00,Wednesday,Carousel,318,8,Yes,Image,7183,316,22,23,5.03,361,4.399276068495058,0.3062787136294028,0.3202004733398301,5.972434915773354,16,Afternoon,Medium,0
257,2024-04-12,14:30,Friday,Text,383,3,No,No Media,28868,1387,127,177,5.86,1691,4.804627961756962,0.4399334903699598,0.6131356519329361,7.52390189829569,14,Afternoon,Long,1
258,2024-04-28,19:45,Sunday,Text,436,10,No,No Media,28290,709,82,88,3.11,879,2.506185931424532,0.2898550724637681,0.3110639802050194,4.019088016967126,19,Evening,Very Long,0
259,2024-02-20,11:15,Tuesday,Image,390,2,Yes,Image,29923,1229,141,139,5.04,1509,4.107208501821341,0.4712094375563947,0.4645256157470841,6.443204224175384,11,Morning,Long,0
260,2024-04-22,18:45,Monday,Image,327,10,Yes,Image,6307,143,14,6,2.58,163,2.267322023148882,0.2219755826859045,0.0951323925796733,2.9966703662597114,18,Evening,Long,0
261,2024-03-19,17:15,Tuesday,Image,419,5,Yes,Image,16547,645,126,44,4.93,815,3.897987550613404,0.7614673354686651,0.2659092282588989,6.218649906327431,17,Evening,Long,0
262,2024-03-31,18:45,Sunday,Video,292,4,Yes,Video,7297,187,30,24,3.3,241,2.5626969987666164,0.4111278607646978,0.3289022886117582,4.371659586131287,18,Evening,Medium,0
263,2024-01-06,20:45,Saturday,Image,411,1,Yes,Image,34479,719,108,99,2.69,926,2.085327300675773,0.3132341425215348,0.2871312973114069,3.573189477653064,20,Evening,Long,0
264,2024-04-21,9:45,Sunday,Image,378,6,Yes,Image,7770,339,29,11,4.88,379,4.362934362934363,0.3732303732303732,0.1415701415701415,5.534105534105534,9,Morning,Long,0
265,2024-02-11,16:00,Sunday,Video,295,8,Yes,Video,37156,1040,108,137,3.46,1285,2.799009581225105,0.2906663795887609,0.3687156852190763,4.486489396059856,16,Afternoon,Medium,0
266,2024-01-30,15:30,Tuesday,Carousel,300,10,Yes,Image,26466,1137,176,69,5.22,1382,4.296077986851054,0.6650041562759768,0.2607118567218318,6.408221869568504,15,Afternoon,Medium,0
267,2024-04-02,17:00,Tuesday,Image,490,6,Yes,Image,15703,537,30,52,3.94,619,3.4197287142584223,0.1910462968859453,0.3311469146023053,4.795262051837228,17,Evening,Very Long,0
268,2024-01-23,18:00,Tuesday,Video,192,8,Yes,Video,23070,1006,101,126,5.34,1233,4.360641525791071,0.4377980060684872,0.5461638491547465,6.874729085392284,18,Evening,Short,1
269,2024-04-02,15:30,Tuesday,Carousel,304,9,Yes,Image,37654,940,141,75,3.07,1156,2.496414723535348,0.3744622085303022,0.1991820258139905,3.842885218037925,15,Afternoon,Medium,0
270,2024-02-01,16:15,Thursday,Text,397,2,No,No Media,13227,318,42,14,2.83,374,2.4041732819233386,0.3175323202540259,0.1058441067513419,3.356770242685416,16,Afternoon,Long,0
271,2024-03-04,15:45,Monday,Image,467,0,Yes,Image,4912,181,22,21,4.56,224,3.68485342019544,0.4478827361563518,0.4275244299674267,5.863192182410423,15,Afternoon,Very Long,0
272,2024-01-13,13:00,Saturday,Carousel,413,10,Yes,Image,4713,146,13,13,3.65,172,3.0978145554848293,0.2758328028856355,0.2758328028856355,4.476978569913007,13,Afternoon,Long,0
273,2024-02-24,17:30,Saturday,Video,239,2,Yes,Video,42528,907,111,85,2.59,1103,2.1327125658389767,0.2610045146726862,0.1998683220466516,3.254326561324304,17,Evening,Medium,0
274,2024-03-09,13:00,Saturday,Video,406,3,Yes,Video,10180,205,28,25,2.53,258,2.013752455795678,0.275049115913556,0.2455795677799607,3.300589390962672,13,Afternoon,Long,0
275,2024-03-14,9:15,Thursday,Video,453,1,Yes,Video,19902,550,101,72,3.63,723,2.7635413526278763,0.5074866847553009,0.3617726861621947,4.863832780625063,9,Morning,Very Long,0
276,2024-02-20,10:15,Tuesday,Video,156,10,Yes,Video,46317,2207,304,319,6.11,2830,4.764989096875877,0.6563464818533151,0.6887319990500248,8.143878057732582,10,Morning,Short,1
277,2024-04-22,13:30,Monday,Video,239,5,Yes,Video,13691,490,57,48,4.35,595,3.5789934993791546,0.4163318968665547,0.3505952815718355,5.4634431378277695,13,Afternoon,Medium,0
278,2024-02-24,13:00,Saturday,Image,442,3,Yes,Image,7669,320,44,14,4.93,378,4.172643108619116,0.5737384274351285,0.1825531360020863,5.867779371495631,13,Afternoon,Very Long,0
279,2024-04-17,8:45,Wednesday,Video,321,2,Yes,Video,3817,111,6,10,3.33,127,2.908042965679853,0.1571915116583704,0.2619858527639507,4.008383547288447,8,Morning,Medium,0
280,2024-01-11,9:00,Thursday,Text,332,4,No,No Media,11432,529,76,57,5.79,662,4.627361791462562,0.6648005598320503,0.4986004198740378,7.452764170748775,9,Morning,Long,1
281,2024-01-10,19:15,Wednesday,Video,391,5,Yes,Video,37216,1132,139,93,3.67,1364,3.0417024935511607,0.3734952708512468,0.2498925193465176,4.538370593293208,19,Evening,Long,0
282,2024-02-10,15:15,Saturday,Carousel,228,5,Yes,Image,34776,1098,208,145,4.17,1451,3.1573498964803317,0.5981136415919025,0.4169542213020473,5.604439843570278,15,Afternoon,Short,0
283,2024-04-15,15:15,Monday,Carousel,159,6,Yes,Image,45658,1269,163,129,3.42,1561,2.779359586490867,0.3570020587848789,0.2825353716763765,4.3409698190897545,15,Afternoon,Short,0
284,2024-02-17,16:15,Saturday,Carousel,340,6,Yes,Image,35903,762,78,57,2.5,897,2.122385315990307,0.2172520402194802,0.1587611063142355,3.0331727153719745,16,Afternoon,Long,0
285,2024-02-25,14:45,Sunday,Image,305,8,Yes,Image,24104,657,106,72,3.46,835,2.725688682376369,0.4397610355127779,0.2987056090275473,4.501327580484567,14,Afternoon,Medium,0
286,2024-03-11,15:15,Monday,Video,275,4,Yes,Video,35121,1734,267,98,5.98,2099,4.937217049628428,0.760228922866661,0.2790353349847669,7.29478090031605,15,Afternoon,Medium,1
287,2024-03-22,11:15,Friday,Video,208,9,Yes,Video,10004,474,42,38,5.54,554,4.738104758096761,0.4198320671731308,0.3798480607756897,6.717313074770093,11,Morning,Short,1
288,2024-01-02,20:00,Tuesday,Image,467,5,Yes,Image,4168,111,19,7,3.29,137,2.663147792706334,0.4558541266794625,0.1679462571976967,4.0786948176583495,20,Evening,Very Long,0
289,2024-01-23,15:45,Tuesday,Video,474,9,Yes,Video,32939,1422,214,145,5.41,1781,4.3170709493305806,0.64968578281065,0.4402076565773095,6.937065484683809,15,Afternoon,Very Long,1
290,2024-01-18,11:00,Thursday,Video,285,6,Yes,Video,10156,335,19,29,3.77,383,3.2985427333595907,0.1870815281606931,0.2855454903505316,4.529342260732571,11,Morning,Medium,0
291,2024-02-23,8:15,Friday,Carousel,323,0,Yes,Image,33963,1361,257,128,5.14,1746,4.007302064010836,0.7567058269293053,0.3768807231398875,6.651355887289109,8,Morning,Medium,1
